後々,あとあと,"1) future, distant future",名・副詞,,
結構,けっこう,"1) splendid, nice, wonderful, delightful, lovely, excellent, fine<br>2) sufficient, satisfactory, enough, fine, all right, OK<br>3) not needing (any more of something), (already) having enough, fine (as in ""I'm fine""), no, thank you",形容動,jlpt-n5,True
